image_id,label,asym_total,hu_0,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hog_mean,hog_var,solidity,convexity,fractal_dim,std_R,std_G,std_B,std_H,std_S,std_V,color_spread,area,perimeter,max_diameter,glcm_contrast,glcm_dissimilarity,glcm_homogeneity,glcm_energy,glcm_correlation,glcm_ASM,lbp_bin_0,lbp_bin_1,lbp_bin_2,lbp_bin_3,lbp_bin_4,lbp_bin_5,lbp_bin_6,lbp_bin_7,lbp_bin_8,lbp_bin_9,lbp_energy,lbp_entropy,hist_H_bin_0,hist_H_bin_1,hist_H_bin_2,hist_H_bin_3,hist_H_bin_4,hist_H_bin_5,hist_H_bin_6,hist_H_bin_7,hist_S_bin_0,hist_S_bin_1,hist_S_bin_2,hist_S_bin_3,hist_S_bin_4,hist_S_bin_5,hist_S_bin_6,hist_S_bin_7,hist_V_bin_0,hist_V_bin_1,hist_V_bin_2,hist_V_bin_3,hist_V_bin_4,hist_V_bin_5,hist_V_bin_6,hist_V_bin_7
ISIC_0000000,benign,83.03918518770966,0.7435424033316379,2.223596260380003,3.4357877507173695,4.6600639146818965,8.822680585371277,5.911811399792689,-8.901429788185878,0.033015259389405936,0.010885301282274384,0.9469685826799115,0.7450726646079056,1.308948346642859,27.919084482818047,26.049657652384166,25.74249721244151,63.498731999037844,14.353934993149757,27.660013674514563,74.30927511751109,312252.0,2895.2917408943176,821.340576171875,85.7706445140087,2.133404492540142,0.5605912419595408,0.3083750875114785,0.9718525264759567,0.09509631607536341,0.019328678140631578,0.056320814090254245,0.03846914172270608,0.13960735129038782,0.20266879863879594,0.21009529850864087,0.10846262696508889,0.06716069663223577,0.0765841848691438,0.08130230914212516,0.13848029915898835,2.1129020165598926,0.32947952,0.00012735969,0.00020165285,0.07391638,0.41484764,0.8449148,0.0,0.0,0.4492469,0.8896375,0.08198797,0.00063939736,0.0,0.0,0.0,0.0,0.011723021,0.67152816,0.62629694,0.38413155,0.09543361,0.0,0.0,0.0
ISIC_0000001,benign,36.31901937337005,0.7902592816167796,3.5498543217533447,4.679815451016523,6.746186140008372,-12.499489055515427,-8.553579574944887,-12.844739630308412,0.03297153902322189,0.010888186249501518,0.9248663578047042,0.8104761055548924,1.1137714268313028,31.14906287475442,23.982470431204277,18.839383547013583,13.801659505600698,23.773359411866252,31.14699251283924,69.1245269901453,51903.5,1062.6732193231583,295.3167419433594,143.5545484745906,3.0730998691423057,0.5062744584916598,0.24814600879335724,0.9354787074400721,0.06158285764850109,0.012567083676158953,0.04155923112358949,0.03294562209935288,0.14423497860539883,0.2553715438205492,0.23533678580187029,0.10143431824328299,0.055023963633759804,0.06329379225348142,0.05823258074256634,0.16508596758658214,1.9999207768173997,0.9999795,0.0006731537,0.0,0.0,0.0,0.0063661113,0.0,0.0,0.00019343813,0.019247094,0.2692659,0.6875758,0.67297125,0.03839747,0.00038687626,0.0,0.10034765,0.6377084,0.57910246,0.48716873,0.102788046,0.0,0.0,0.0
ISIC_0000002,malignant,106.31262230483637,0.7637937459147269,2.637882218863001,4.156523777860071,5.769245099210938,-10.831864796112662,-7.195010053296326,-10.94904463586666,0.043477771612839174,0.012430671021645323,0.8423033574495645,0.5906706088132602,1.3522461606500755,15.608826466254406,21.502285633093983,25.927406059618896,81.15789261696756,28.97652146679351,15.864581193443632,68.30843381505244,182725.5,2913.049098134041,591.8348388671875,124.52390930571741,2.164384155051178,0.6324134402994724,0.4257001425613702,0.9786000663377756,0.18122183193555977,0.013503301087766163,0.04377700630425963,0.03398656940447426,0.14235545313419184,0.23865073311353557,0.2364980329401236,0.10445488341442304,0.057024810149221845,0.06440704963279127,0.06534206081922275,0.1589849239545114,2.024651594614567,0.8712392,0.0,0.0,0.0068422747,0.07155131,0.48556742,0.0,0.0,0.21864921,0.6872166,0.6243439,0.29773468,0.03840134,0.0,0.0,0.0,0.0,0.005904901,0.09185401,0.68149936,0.72599936,0.0034035193,0.0,0.0
ISIC_0000004,malignant,4.043910328925387,0.7981062346836975,5.426661646686274,6.4214247151705,10.3015228679253,-18.735944781088087,-13.109289351232627,18.935320693119653,0.02322757917422216,0.01007776350767999,0.9954555056238299,0.9362026312275129,1.2801089097432208,29.455445681049362,45.21621273875653,44.90703194255129,18.239887208756844,41.3513820851357,29.102576713733782,105.98479933915155,344012.5,2227.3291976451874,667.9207763671875,43.42830507736655,2.4069912172900514,0.5121254913958521,0.22000068528101008,0.9961964571250775,0.04840138590952595,0.014320291931065614,0.042479667602800704,0.0300436246100332,0.13958516134912377,0.24232890768773885,0.23670514931804912,0.09050482477323876,0.06066411927963767,0.08312726546867157,0.06024088797965071,0.15955922230810204,2.0231573735990707,0.00284249,0.0,0.0,0.1482623,0.6515355,0.7439837,0.0,0.0,0.3883694,0.7502349,0.25052407,0.43330598,0.18661638,0.031202339,0.0010355413,0.0,0.0,0.0,0.00019633316,0.03420973,0.11033924,0.55031127,0.70773333,0.42769852
ISIC_0000006,benign,91.8040577171431,0.7641304142170474,2.6010602835647307,4.281884102797267,5.836904369338928,12.930098504381405,7.409074660213462,-10.896317190857971,0.039702118822699826,0.011510161508004187,0.8789231156459951,0.7416761461130873,1.1272575952659205,9.707902306173159,15.128933532888569,18.33107607650487,2.7688952487114005,30.126383054192914,9.707902306173159,41.62251860244823,45395.5,1139.6681668758392,313.2536926269531,161.88925864906074,3.176528067420697,0.535161259747666,0.3433339512307615,0.9591357146185291,0.11788332917796318,0.020010897181471594,0.049961847864850646,0.04320435535258899,0.14757491712261728,0.2355749083226182,0.20749861685231819,0.10489372248065501,0.05852860450136299,0.059858304640872544,0.07289372568065469,0.14841761059890482,2.075063036271196,1.0,0.0,0.0,0.0,0.0,8.7201064e-05,0.0,0.0,0.018157575,0.28467596,0.5506554,0.7123325,0.32853603,0.0074205617,0.0,0.0,0.0,0.0,0.075614214,0.9966651,0.030678455,0.0,0.0,0.0
ISIC_0000007,benign,143.31857744799103,0.7493279156119176,2.2358969080293187,4.945819747945353,6.204301714976478,-12.365442675809954,-7.805516907955553,11.794485126900781,0.03725440744970759,0.01145161529011741,0.9172994536324839,0.7198330876766289,1.1387422117175101,15.83332966997473,20.942868748751998,23.650566713281158,25.86970263304922,34.77006134279404,15.833938098070988,55.969708565053054,55991.5,1265.6925522089005,338.1200256347656,154.4898925032253,3.1517714813594813,0.5350799574227619,0.35298252777894745,0.9575783959447254,0.12460048658940626,0.018541451031456962,0.04750362215597513,0.04599978309330925,0.15397542779271942,0.24514345943880503,0.2079367118060245,0.1016418284119468,0.05470435743250471,0.05514666303917114,0.069406595798097,0.15293984174486192,2.055927600899192,0.9996892,0.0001270207,0.0,3.629163e-05,0.00087099907,0.024914203,0.0,0.0,0.16510867,0.37827814,0.45577526,0.7601486,0.20996074,0.002057755,0.0,0.0,0.0,0.019675765,0.5327476,0.84588265,0.016596733,0.0,0.0,0.0
ISIC_0000008,benign,61.34793743426025,0.7840060127221052,3.1324889924898023,3.803575134171658,6.3702894566361365,11.592997842431128,8.040815390649305,11.623549384860048,0.038547253649668364,0.01098324503216882,0.9120961500277575,0.6495420086768372,1.3046506013496735,27.655548304703572,28.09642897094633,22.38618104590943,3.198503278068014,21.71606716366341,27.655548304703572,76.87747957403838,225088.0,2783.184092760086,635.7235107421875,139.54536828454826,2.261993389667104,0.5872697022020343,0.325565282788049,0.9744596121595521,0.10599421184487658,0.01062884664627824,0.038400851771106706,0.027073727465738256,0.14209950362485832,0.25046070567063633,0.25475201963884264,0.09943385475867533,0.05452311063415163,0.06607562836112514,0.05655165142859724,0.17056594905021155,1.9736820043913799,0.99999994,0.0,0.0,0.0,0.0,0.00011934018,0.0,0.0,0.0,0.00093965454,0.043059133,0.29353803,0.85204434,0.43127275,0.0021733996,0.0,0.0,0.015286395,0.13364436,0.3157649,0.8214475,0.45543605,4.6182464e-05,0.0
ISIC_0000009,benign,117.73527855610156,0.7524752660958326,2.3609126609153184,3.6169906676229715,4.636323064075973,8.763036576409725,5.817297890635912,-10.554798929929662,0.03961776645752933,0.01201067948638111,0.9161470399582932,0.6490826041504958,1.2456472954194437,18.055521258921832,24.403763022424613,22.993149221755285,2.5259689038818727,29.44240907209358,18.055521258921832,62.50809881153064,156400.5,2376.431786775589,586.8294067382812,141.90359971286446,2.4408751499216508,0.5794513252536261,0.3235452575966937,0.9719082034388912,0.1046835490291523,0.012217745325107813,0.040624162043026185,0.029518276016875143,0.1364410196862664,0.24219472272132597,0.24945675231394074,0.10422886742506171,0.057587958204252325,0.06740408744361352,0.06032630882054014,0.16453663557850584,2.0007569751453333,0.99999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05008588,0.25298017,0.5824599,0.7231581,0.2669737,0.00040526415,0.0,0.0,0.0,0.07651158,0.4187884,0.9047955,0.010359262,0.0,0.0
ISIC_0000010,benign,56.90923074491059,0.7581802403663279,2.488110555484818,3.4941772371577944,5.003039189686555,-9.394009583550867,-6.419819234504414,-9.410633297922516,0.037227361446108866,0.010836345775951585,0.8917759770783901,0.7614007619918853,1.1437667202658408,21.594909488660342,24.68018883515154,23.53004545375643,2.5354090432740684,29.04975964928676,21.594909488660342,63.771782650854526,49799.0,1146.5971003770828,320.5060729980469,188.26370053197127,3.376574439289446,0.5171275048243361,0.2969627128061821,0.9538983050531451,0.0881928152028306,0.011932461070341984,0.038760611043494216,0.03305291716484729,0.14120078933238014,0.27637568582423755,0.2470218315911963,0.0965137226239494,0.0474911950599611,0.05343753816001485,0.05421314812958708,0.17744318001202025,1.953686792418611,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14116396,0.40756,0.70485646,0.56109893,0.04809208,0.00025935634,0.0,0.0003607554,0.053588577,0.33196056,0.84269184,0.42047682,0.0,0.0,0.0
ISIC_0000011,benign,27.55010862725757,0.7785575764972847,2.886921412115068,4.449239047872179,5.851281648682816,11.4100256349754,-7.664529522199933,-11.03745081661354,0.012538652266018536,0.005274880960727336,0.9349994038941967,0.7798737171312988,1.2880496058338198,27.25974963553429,35.741821824065596,45.089029555034614,59.21453306378707,44.75803914991384,28.15110776239789,133.6795880497629,690145.5,4399.373793840408,1270.807861328125,80.08875766143132,1.305136733154196,0.6815956686424411,0.12537815180860779,0.9878072963151874,0.015728168212353212,0.0034396078787397593,0.02505380908903135,0.0073140422889791685,0.12326826555769159,0.10051282527801554,0.2820854058235008,0.08147435730913216,0.08174449870910039,0.2558499086854106,0.03925717938040864,0.18588362485979043,1.8786753059302388,0.52734214,0.0003966231,0.0037970052,0.75733066,0.24127905,0.30021724,0.0,0.0,0.9914096,0.058206398,0.04609093,0.091504194,0.041277435,0.038750395,0.004038489,1.10190695e-05,0.0136264125,0.005548646,0.017761664,0.08356805,0.33637518,0.93373585,0.086272776,0.005527231
ISIC_0000016,benign,61.66729846481303,0.7817472251317527,3.203608130201049,3.5955681736156815,6.589438320966867,-12.092550218259694,-8.682593758816838,11.717470453632561,0.03406204613022635,0.011185456018581705,0.9334830866807611,0.8201637883023669,1.227190533431119,26.505412308806132,23.7301588985942,20.966862135095568,81.87390038050742,20.70709115373404,26.41820649812389,71.64559632279821,141292.0,1728.4103682041168,483.6274108886719,106.41926829652198,1.8770423564146443,0.6397872488981681,0.3370578605702501,0.9657522017932884,0.11361006948436408,0.007083359029171402,0.032079307889567504,0.02048259584081472,0.13897043455144728,0.22331591945248527,0.2688367108278263,0.09762502280264561,0.06460924696985763,0.09904732749836392,0.04794997513783027,0.1687693244227551,1.9660373927874422,0.7609228,0.0,0.00012911769,0.004346962,0.1263309,0.6364103,0.0,0.0,0.08651423,0.62527114,0.76640224,0.119075164,0.000112473,0.0,0.0,0.0,0.0,0.45390487,0.75112724,0.43975264,0.19077703,0.0,0.0,0.0
ISIC_0000017,benign,56.20243398345799,0.7800935679829082,3.1273683381103616,3.74149932591228,6.2714858218833465,11.278362731184624,7.851713958273982,-12.654192497055584,0.045199763188409105,0.011660685105315656,0.8966389718177918,0.5510590691057623,1.175603027087341,21.329348872960864,23.268591740155003,19.081437971817333,12.310582498975819,23.716153777927627,21.329348872960864,57.23732573892434,204830.0,3156.546571135521,590.31982421875,118.02184888082891,2.4854781575122233,0.5636721521295184,0.3090782419780408,0.9650155061935219,0.09553145675144539,0.007648878337229794,0.02998437912539923,0.024750936052557796,0.14939806629255048,0.2879509252534296,0.24995874769127296,0.09153432592276518,0.04974923595749271,0.06430975134643617,0.044714654020876016,0.18627373398341654,1.9066227806953866,0.9999872,0.0,0.0,0.0,0.0,0.005069792,0.0,0.0,0.0,8.193158e-06,0.03232201,0.29462594,0.72308713,0.6237451,0.015427716,0.0,0.0,0.0028710486,0.38477713,0.7695704,0.5096071,0.0005984721,0.0,0.0
ISIC_0000018,benign,96.96642945336886,0.7359376022838312,2.2201888212157987,3.433644951196324,4.786752667995552,8.907193849613822,5.917178841569452,-9.565229419084936,0.04627698510451918,0.012549798665886276,0.8592111528490556,0.544343047777426,1.2225724293560376,13.532627242430344,19.87377854268055,23.547624527934783,1.9272709136967292,29.906888378401472,13.532627242430344,51.08694608670829,324799.0,4369.736601352692,965.1219482421875,118.71320027512138,1.5700975891565496,0.7184271874587955,0.412797651663344,0.9826441213570773,0.17040314346418342,0.005476993932445353,0.03016173517185669,0.014909424511463874,0.1345583215868296,0.18681784446376767,0.2847608237185423,0.10372306005100534,0.07275309324238757,0.1205367272824139,0.04630187603929766,0.16798204642498565,1.9608186429105119,1.0,0.0,0.0,0.0,0.0,2.1430846e-05,0.0,0.0,0.0,0.09845322,0.6435434,0.4975222,0.570284,0.058366165,0.0,0.0,0.0,0.0,0.00018775347,0.13328047,0.9621875,0.23755303,0.0,0.0
ISIC_0000019,benign,43.86457276094876,0.7780765749090622,2.8099375769413766,3.835240422092048,5.550067978950188,10.758043070067933,7.55555586736132,-10.263963459118592,0.03966962961568611,0.011389283441695538,0.9154870077500327,0.6058424210654791,1.2186393307225316,23.447214288209906,22.434160589455015,17.094990013256016,25.61592261028172,16.621285493954424,23.447214288209906,58.15728175153956,417165.0,4049.119286775589,862.108642578125,94.01569699863528,2.0567606633431987,0.5833493967158343,0.2966845962487521,0.9754485350024931,0.08802297171261039,0.0054813221313178406,0.026069702819682412,0.0195069177417239,0.14639618281213962,0.28724658543653914,0.258648694403849,0.091322741937849,0.05201765153278938,0.07374956588879386,0.03956053529532575,0.18998149812860018,1.8821760953436473,0.99973196,0.0,0.0,0.0,0.0,0.023149801,0.0,0.0,0.0,0.00032102727,0.030828545,0.40274027,0.91398776,0.038420673,0.0,0.0,0.0,0.0024313706,0.2001332,0.7924779,0.5613085,0.12981668,0.0,0.0
ISIC_0000021,benign,163.96901598630026,0.6981197416338142,2.290171704540833,2.8551363464305255,4.02919599941686,8.036662255791457,-5.522239249971536,-7.4880633976765765,0.050655232426032176,0.013606886925533343,0.7772562730148042,0.4627506515139676,1.2676619651600318,10.152700911690806,15.204167023894824,19.248238169633797,4.430375682995112,23.7997012443163,10.152700911690806,42.5611971629737,348590.5,5411.546903014183,917.4103393554688,114.0251663880508,1.7645711726415787,0.7010950012752948,0.507452203402752,0.9844068403815764,0.25750838678485344,0.009858688284434258,0.037693308054825986,0.027441298295037015,0.1399939436700902,0.24204376559092527,0.2560465801446765,0.1049769317410473,0.05627347253190807,0.06978606031927517,0.05588585136779038,0.16819452649499844,1.9807815426396849,0.9999998,0.0,0.0,0.0,0.0,0.0005732096,0.0,0.0,0.0,4.3026153e-05,0.11468382,0.5826124,0.7813024,0.1921835,0.006516072,0.0,0.0,0.0,0.0,0.0053217225,0.59418833,0.80430835,6.802202e-05,0.0
ISIC_0000024,benign,100.70294917365818,0.7534887350652081,3.318284940038924,3.043981571547981,4.615935089200721,8.535881839482158,6.282480148777192,8.680619846993068,0.0549112485085313,0.014145248603625631,0.7797061338287594,0.39215325656577354,1.2888365156420465,4.795750202509385,10.399141053665016,12.830283958409485,75.60369275571558,13.868840472971792,4.795750202509385,27.409311001611083,305948.5,5914.507359147072,821.2822875976562,214.0943065899371,1.8644198286165852,0.7716073525423501,0.42944803049056685,0.981351614776848,0.18442808485620846,0.004269929153211729,0.02804795528051228,0.008487983692565154,0.12908673442302582,0.11837462666128584,0.29221294202719816,0.09527097051414327,0.08453616760884028,0.1985241472357332,0.04118844340349417,0.1742725530493212,1.9255893591248645,0.94677085,0.0,0.0,0.0,0.0,0.32190827,0.0,0.0,0.050407194,0.9473347,0.31622556,0.0041667665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.759153e-06,0.0033506425,0.9999944,3.253051e-06,0.0
ISIC_0000025,benign,59.169687558443535,0.7826228391049406,4.792086036760902,3.5777285446324583,6.744687544146747,-11.95629591647303,9.158349683424847,12.247769030270335,0.051904447432751966,0.01261457030546336,0.8418995114747415,0.4635126591054227,1.261084950270925,11.782388610287741,16.43233995062249,18.538931509923753,88.29415674372423,18.04120629728378,11.782388610287741,53.2761068468312,311840.0,4799.7163870334625,774.5625,145.8144477383068,1.7727347028494125,0.705132806584457,0.3579505188194413,0.9794661936559109,0.12813059890620912,0.0036165266890137602,0.023709757791146598,0.010419420504911892,0.13136754390718883,0.18372274216902593,0.30892147931856656,0.10367482720743676,0.07208518351150511,0.12685883442264742,0.03562358447856726,0.18043470129070402,1.9026932780244123,0.71223176,0.0,0.0,0.0,0.0,0.70194435,0.0,0.0,0.0,0.0,0.0013875035,0.66206795,0.73916936,0.12365334,0.0016163199,0.0,0.0,0.0,0.0,0.0031830808,0.06274948,0.7401627,0.66948605,0.0
ISIC_0000026,malignant,139.16021268117933,0.7230983222094557,2.0416663870080405,3.655753715324123,4.713322522141259,9.110642417231674,6.215770407962131,-9.000042276855034,0.04448682799925305,0.011724625831545708,0.8937913945785905,0.5042297518156625,1.267002498862138,7.788326950021214,13.761653649725757,18.944608784723126,80.06382044497123,22.151766698771635,7.788326950021214,36.356825879319416,451610.0,5362.628074645996,1080.463134765625,104.68359327285165,1.2175056943990472,0.7953934157525684,0.3733600690325303,0.985207918917118,0.1394000042892865,0.0023067718086899665,0.01889702177949746,0.004644388703647038,0.12449297139448572,0.08199064573886189,0.29914445950018037,0.08083175178339778,0.08683993394414043,0.27304511007731375,0.02780684526979567,0.20149416154448782,1.809019324522394,0.91369253,0.0,0.0,0.0,0.0,0.40640616,0.0,0.0,0.0,0.3237534,0.7570889,0.56679356,0.027300501,0.0,0.0,0.0,0.0,0.0,0.0,0.0003544386,0.9231743,0.38438147,0.0,0.0
ISIC_0000028,benign,118.59428165295813,0.7463732325581942,2.2226289205286283,3.843544270465432,5.262019129712055,10.404798979414718,7.32664158418293,-9.829643645277411,0.037355038502125834,0.010826823314291908,0.9244159413650939,0.6318578944886694,1.1923419367254016,31.354223776227844,22.176890462622655,15.889642187688699,63.86840216761857,26.557669182238293,31.354069157017914,67.61286202217734,326916.0,3560.536466360092,890.8901977539062,87.50789781264054,1.8514264050609084,0.6383409371263198,0.32349831132188894,0.9701466041733704,0.1046527464244843,0.005303973187225453,0.026656880168862713,0.017333822821397536,0.14411765951259609,0.2332834774160963,0.26953439863716766,0.09287129170881216,0.06230493876589808,0.11001329460438006,0.03858016317757389,0.17497739167174994,1.9288461560233543,0.98028505,6.0974155e-05,0.0,0.0,6.0974155e-05,0.19758853,0.0,0.0,0.007141102,0.19014253,0.43553773,0.831917,0.28634965,0.004431118,0.0,0.0,5.9122003e-06,0.427458,0.67865556,0.49355048,0.33627412,0.005817605,0.0,0.0
